2017-05-11 22:42:31,3730.5234375
2017-05-11 22:42:56,3730.8046875
2017-05-11 22:43:22,3730.8359375
2017-05-11 22:43:47,3730.71875
2017-05-11 22:44:13,3731.0703125
2017-05-11 22:44:39,3731.96875
2017-05-11 22:45:04,3730.6796875
2017-05-11 22:45:30,3731.4609375
2017-05-11 22:45:56,3731.03125
2017-05-11 22:46:21,3731.265625
2017-05-11 22:46:47,3731.6953125
2017-05-11 22:47:13,3731.96875
2017-05-11 22:47:38,3731.7734375
2017-05-11 22:48:04,3730.3671875
2017-05-11 22:48:29,3730.8359375
2017-05-11 22:48:55,3730.875
2017-05-11 22:49:21,3730.8359375
2017-05-11 22:49:46,3730.8359375
2017-05-11 22:50:12,3731.109375
2017-05-11 22:50:38,3729.390625
2017-05-11 22:51:03,3732.0859375
2017-05-11 22:51:29,3730.9140625
2017-05-11 22:51:55,3731.2265625
2017-05-11 22:52:20,3731.1484375
2017-05-11 22:52:46,3730.1328125
2017-05-11 22:53:12,3731.109375
2017-05-11 22:53:37,3730.015625
2017-05-11 22:54:03,3729.78125
2017-05-11 22:54:28,3730.9140625
2017-05-11 22:54:54,3731.1875
2017-05-11 22:55:20,3730.25
2017-05-11 22:55:45,3731.0703125
2017-05-11 22:56:11,3730.71875
2017-05-11 22:56:37,3730.328125
2017-05-11 22:57:02,3731.3046875
2017-05-11 22:57:28,3730.25
2017-05-11 22:57:54,3731.0703125
2017-05-11 22:58:19,3730.5625
2017-05-11 22:58:45,3731.1484375
2017-05-11 22:59:10,3731.109375
2017-05-11 22:59:36,3733.3359375
2017-05-11 23:00:02,3731.8515625
2017-05-11 23:00:27,3732.90625
2017-05-11 23:00:53,3733.3359375
2017-05-11 23:01:19,3732.4375
2017-05-11 23:01:44,3732.515625
2017-05-11 23:02:10,3732.59375
2017-05-11 23:02:36,3733.2578125
2017-05-11 23:03:01,3732.0859375
2017-05-11 23:03:27,3731.890625
2017-05-11 23:03:53,3732.671875
2017-05-11 23:04:18,3732.5546875
2017-05-11 23:04:44,3731.8125
2017-05-11 23:05:09,3730.484375
2017-05-11 23:05:35,3729.2734375
2017-05-11 23:06:01,3730.015625
2017-05-11 23:06:26,3731.03125
2017-05-11 23:06:52,3730.25
2017-05-11 23:07:18,3730.9140625
2017-05-11 23:07:43,3729.78125
2017-05-11 23:08:09,3730.953125
2017-05-11 23:08:35,3730.5234375
2017-05-11 23:09:00,3730.9921875
2017-05-11 23:09:26,3731.3828125
2017-05-11 23:09:51,3731.34375
2017-05-11 23:10:17,3730.953125
2017-05-11 23:10:43,3731.1484375
2017-05-11 23:11:08,3730.796875
2017-05-11 23:11:34,3731.6171875
2017-05-11 23:12:00,3730.953125
2017-05-11 23:12:25,3731.03125
2017-05-11 23:12:51,3731.578125
2017-05-11 23:13:17,3731.578125
